+------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+
; Legal Partition Candidates                                                                                                                                                                                                                                                                                                         ;
+-------------------------------------------------------------------------------------------------------------------------------+-------+----------------+--------------+----------------+--------+-----------------+---------------+-----------------+-------+----------------+--------------+------------------+-------------------+
; Hierarchy                                                                                                                     ; Input ; Constant Input ; Unused Input ; Floating Input ; Output ; Constant Output ; Unused Output ; Floating Output ; Bidir ; Constant Bidir ; Unused Bidir ; Input only Bidir ; Output only Bidir ;
; fhp|pll_FHPCols[82].col|pn0                                                                                                   ; 46    ; 1              ; 30           ; 1              ; 6      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; fhp|pll_FHPCols[82].col|pn1                                                                                                   ; 46    ; 1              ; 30           ; 1              ; 6      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; fhp|pll_FHPCols[82].col|cn0                                                                                                   ; 7     ; 0              ; 0            ; 0              ; 6      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; fhp|pll_FHPCols[82].col|cn1                                                                                                   ; 7     ; 0              ; 0            ; 0              ; 6      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; fhp|pll_FHPCols[82].col|col                                                                                                   ; 32    ; 0              ; 0            ; 0              ; 12     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; fhp|pll_FHPCols[82].col                                                                                                       ; 76    ; 2              ; 0            ; 2              ; 48     ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; fhp|pll_FHPCols[81].col|pn0                                                                                                   ; 46    ; 1              ; 30           ; 1              ; 6      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; fhp|pll_FHPCols[81].col|pn1                                                                                                   ; 46    ; 1              ; 30           ; 1              ; 6      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; fhp|pll_FHPCols[81].col|cn0                                                                                                   ; 7     ; 0              ; 0            ; 0              ; 6      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; fhp|pll_FHPCols[81].col|cn1                                                                                                   ; 7     ; 0              ; 0            ; 0              ; 6      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; fhp|pll_FHPCols[81].col|col                                                                                                   ; 32    ; 0              ; 0            ; 0              ; 12     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; fhp|pll_FHPCols[81].col                                                                                                       ; 76    ; 2              ; 0            ; 2              ; 48     ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; fhp|pll_FHPCols[80].col|pn0                                                                                                   ; 46    ; 1              ; 30           ; 1              ; 6      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; fhp|pll_FHPCols[80].col|pn1                                                                                                   ; 46    ; 1              ; 30           ; 1              ; 6      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; fhp|pll_FHPCols[80].col|cn0                                                                                                   ; 7     ; 0              ; 0            ; 0              ; 6      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; fhp|pll_FHPCols[80].col|cn1                                                                                                   ; 7     ; 0              ; 0            ; 0              ; 6      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; fhp|pll_FHPCols[80].col|col                                                                                                   ; 32    ; 0              ; 0            ; 0              ; 12     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; fhp|pll_FHPCols[80].col                                                                                                       ; 76    ; 2              ; 0            ; 2              ; 48     ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; fhp|pll_FHPCols[79].col|pn0                                                                                                   ; 46    ; 1              ; 30           ; 1              ; 6      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; fhp|pll_FHPCols[79].col|pn1                                                                                                   ; 46    ; 1              ; 30           ; 1              ; 6      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; fhp|pll_FHPCols[79].col|cn0                                                                                                   ; 7     ; 0              ; 0            ; 0              ; 6      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; fhp|pll_FHPCols[79].col|cn1                                                                                                   ; 7     ; 0              ; 0            ; 0              ; 6      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; fhp|pll_FHPCols[79].col|col                                                                                                   ; 32    ; 0              ; 0            ; 0              ; 12     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; fhp|pll_FHPCols[79].col                                                                                                       ; 76    ; 2              ; 0            ; 2              ; 48     ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; fhp|pll_FHPCols[78].col|pn0                                                                                                   ; 46    ; 1              ; 30           ; 1              ; 6      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; fhp|pll_FHPCols[78].col|pn1                                                                                                   ; 46    ; 1              ; 30           ; 1              ; 6      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; fhp|pll_FHPCols[78].col|cn0                                                                                                   ; 7     ; 0              ; 0            ; 0              ; 6      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; fhp|pll_FHPCols[78].col|cn1                                                                                                   ; 7     ; 0              ; 0            ; 0              ; 6      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; fhp|pll_FHPCols[78].col|col                                                                                                   ; 32    ; 0              ; 0            ; 0              ; 12     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; fhp|pll_FHPCols[78].col                                                                                                       ; 76    ; 2              ; 0            ; 2              ; 48     ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; fhp|pll_FHPCols[77].col|pn0                                                                                                   ; 46    ; 1              ; 30           ; 1              ; 6      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; fhp|pll_FHPCols[77].col|pn1                                                                                                   ; 46    ; 1              ; 30           ; 1              ; 6      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; fhp|pll_FHPCols[77].col|cn0                                                                                                   ; 7     ; 0              ; 0            ; 0              ; 6      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; fhp|pll_FHPCols[77].col|cn1                                                                                                   ; 7     ; 0              ; 0            ; 0              ; 6      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; fhp|pll_FHPCols[77].col|col                                                                                                   ; 32    ; 0              ; 0            ; 0              ; 12     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; fhp|pll_FHPCols[77].col                                                                                                       ; 76    ; 2              ; 0            ; 2              ; 48     ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; fhp|pll_FHPCols[76].col|pn0                                                                                                   ; 46    ; 1              ; 30           ; 1              ; 6      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; fhp|pll_FHPCols[76].col|pn1                                                                                                   ; 46    ; 1              ; 30           ; 1              ; 6      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; fhp|pll_FHPCols[76].col|cn0                                                                                                   ; 7     ; 0              ; 0            ; 0              ; 6      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; fhp|pll_FHPCols[76].col|cn1                                                                                                   ; 7     ; 0              ; 0            ; 0              ; 6      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; fhp|pll_FHPCols[76].col|col                                                                                                   ; 32    ; 0              ; 0            ; 0              ; 12     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; fhp|pll_FHPCols[76].col                                                                                                       ; 76    ; 2              ; 0            ; 2              ; 48     ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; fhp|pll_FHPCols[75].col|pn0                                                                                                   ; 46    ; 1              ; 30           ; 1              ; 6      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; fhp|pll_FHPCols[75].col|pn1                                                                                                   ; 46    ; 1              ; 30           ; 1              ; 6      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; fhp|pll_FHPCols[75].col|cn0                                                                                                   ; 7     ; 0              ; 0            ; 0              ; 6      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; fhp|pll_FHPCols[75].col|cn1                                                                                                   ; 7     ; 0              ; 0            ; 0              ; 6      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; fhp|pll_FHPCols[75].col|col                                                                                                   ; 32    ; 0              ; 0            ; 0              ; 12     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; fhp|pll_FHPCols[75].col                                                                                                       ; 76    ; 2              ; 0            ; 2              ; 48     ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; fhp|pll_FHPCols[74].col|pn0                                                                                                   ; 46    ; 1              ; 30           ; 1              ; 6      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; fhp|pll_FHPCols[74].col|pn1                                                                                                   ; 46    ; 1              ; 30           ; 1              ; 6      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; fhp|pll_FHPCols[74].col|cn0                                                                                                   ; 7     ; 0              ; 0            ; 0              ; 6      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; fhp|pll_FHPCols[74].col|cn1                                                                                                   ; 7     ; 0              ; 0            ; 0              ; 6      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; fhp|pll_FHPCols[74].col|col                                                                                                   ; 32    ; 0              ; 0            ; 0              ; 12     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; fhp|pll_FHPCols[74].col                                                                                                       ; 76    ; 2              ; 0            ; 2              ; 48     ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; fhp|pll_FHPCols[73].col|pn0                                                                                                   ; 46    ; 1              ; 30           ; 1              ; 6      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; fhp|pll_FHPCols[73].col|pn1                                                                                                   ; 46    ; 1              ; 30           ; 1              ; 6      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; fhp|pll_FHPCols[73].col|cn0                                                                                                   ; 7     ; 0              ; 0            ; 0              ; 6      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; fhp|pll_FHPCols[73].col|cn1                                                                                                   ; 7     ; 0              ; 0            ; 0              ; 6      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; fhp|pll_FHPCols[73].col|col                                                                                                   ; 32    ; 0              ; 0            ; 0              ; 12     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; fhp|pll_FHPCols[73].col                                                                                                       ; 76    ; 2              ; 0            ; 2              ; 48     ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; fhp|pll_FHPCols[72].col|pn0                                                                                                   ; 46    ; 1              ; 30           ; 1              ; 6      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; fhp|pll_FHPCols[72].col|pn1                                                                                                   ; 46    ; 1              ; 30           ; 1              ; 6      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; fhp|pll_FHPCols[72].col|cn0                                                                                                   ; 7     ; 0              ; 0            ; 0              ; 6      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; fhp|pll_FHPCols[72].col|cn1                                                                                                   ; 7     ; 0              ; 0            ; 0              ; 6      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; fhp|pll_FHPCols[72].col|col                                                                                                   ; 32    ; 0              ; 0            ; 0              ; 12     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; fhp|pll_FHPCols[72].col                                                                                                       ; 76    ; 2              ; 0            ; 2              ; 48     ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; fhp|pll_FHPCols[71].col|pn0                                                                                                   ; 46    ; 1              ; 30           ; 1              ; 6      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; fhp|pll_FHPCols[71].col|pn1                                                                                                   ; 46    ; 1              ; 30           ; 1              ; 6      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; fhp|pll_FHPCols[71].col|cn0                                                                                                   ; 7     ; 0              ; 0            ; 0              ; 6      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; fhp|pll_FHPCols[71].col|cn1                                                                                                   ; 7     ; 0              ; 0            ; 0              ; 6      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; fhp|pll_FHPCols[71].col|col                                                                                                   ; 32    ; 0              ; 0            ; 0              ; 12     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; fhp|pll_FHPCols[71].col                                                                                                       ; 76    ; 2              ; 0            ; 2              ; 48     ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; fhp|pll_FHPCols[70].col|pn0                                                                                                   ; 46    ; 1              ; 30           ; 1              ; 6      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; fhp|pll_FHPCols[70].col|pn1                                                                                                   ; 46    ; 1              ; 30           ; 1              ; 6      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; fhp|pll_FHPCols[70].col|cn0                                                                                                   ; 7     ; 0              ; 0            ; 0              ; 6      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; fhp|pll_FHPCols[70].col|cn1                                                                                                   ; 7     ; 0              ; 0            ; 0              ; 6      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; fhp|pll_FHPCols[70].col|col                                                                                                   ; 32    ; 0              ; 0            ; 0              ; 12     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; fhp|pll_FHPCols[70].col                                                                                                       ; 76    ; 2              ; 0            ; 2              ; 48     ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; fhp|pll_FHPCols[69].col|pn0                                                                                                   ; 46    ; 1              ; 30           ; 1              ; 6      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; fhp|pll_FHPCols[69].col|pn1                                                                                                   ; 46    ; 1              ; 30           ; 1              ; 6      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; fhp|pll_FHPCols[69].col|cn0                                                                                                   ; 7     ; 0              ; 0            ; 0              ; 6      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; fhp|pll_FHPCols[69].col|cn1                                                                                                   ; 7     ; 0              ; 0            ; 0              ; 6      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; fhp|pll_FHPCols[69].col|col                                                                                                   ; 32    ; 0              ; 0            ; 0              ; 12     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; fhp|pll_FHPCols[69].col                                                                                                       ; 76    ; 2              ; 0            ; 2              ; 48     ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; fhp|pll_FHPCols[68].col|pn0                                                                                                   ; 46    ; 1              ; 30           ; 1              ; 6      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; fhp|pll_FHPCols[68].col|pn1                                                                                                   ; 46    ; 1              ; 30           ; 1              ; 6      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; fhp|pll_FHPCols[68].col|cn0                                                                                                   ; 7     ; 0              ; 0            ; 0              ; 6      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; fhp|pll_FHPCols[68].col|cn1                                                                                                   ; 7     ; 0              ; 0            ; 0              ; 6      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; fhp|pll_FHPCols[68].col|col                                                                                                   ; 32    ; 0              ; 0            ; 0              ; 12     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; fhp|pll_FHPCols[68].col                                                                                                       ; 76    ; 2              ; 0            ; 2              ; 48     ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; fhp|pll_FHPCols[67].col|pn0                                                                                                   ; 46    ; 1              ; 30           ; 1              ; 6      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; fhp|pll_FHPCols[67].col|pn1                                                                                                   ; 46    ; 1              ; 30           ; 1              ; 6      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; fhp|pll_FHPCols[67].col|cn0                                                                                                   ; 7     ; 0              ; 0            ; 0              ; 6      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; fhp|pll_FHPCols[67].col|cn1                                                                                                   ; 7     ; 0              ; 0            ; 0              ; 6      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; fhp|pll_FHPCols[67].col|col                                                                                                   ; 32    ; 0              ; 0            ; 0              ; 12     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; fhp|pll_FHPCols[67].col                                                                                                       ; 76    ; 2              ; 0            ; 2              ; 48     ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; fhp|pll_FHPCols[66].col|pn0                                                                                                   ; 46    ; 1              ; 30           ; 1              ; 6      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; fhp|pll_FHPCols[66].col|pn1                                                                                                   ; 46    ; 1              ; 30           ; 1              ; 6      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; fhp|pll_FHPCols[66].col|cn0                                                                                                   ; 7     ; 0              ; 0            ; 0              ; 6      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; fhp|pll_FHPCols[66].col|cn1                                                                                                   ; 7     ; 0              ; 0            ; 0              ; 6      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; fhp|pll_FHPCols[66].col|col                                                                                                   ; 32    ; 0              ; 0            ; 0              ; 12     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; fhp|pll_FHPCols[66].col                                                                                                       ; 76    ; 2              ; 0            ; 2              ; 48     ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; fhp|pll_FHPCols[65].col|pn0                                                                                                   ; 46    ; 1              ; 30           ; 1              ; 6      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; fhp|pll_FHPCols[65].col|pn1                                                                                                   ; 46    ; 1              ; 30           ; 1              ; 6      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; fhp|pll_FHPCols[65].col|cn0                                                                                                   ; 7     ; 0              ; 0            ; 0              ; 6      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; fhp|pll_FHPCols[65].col|cn1                                                                                                   ; 7     ; 0              ; 0            ; 0              ; 6      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; fhp|pll_FHPCols[65].col|col                                                                                                   ; 32    ; 0              ; 0            ; 0              ; 12     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; fhp|pll_FHPCols[65].col                                                                                                       ; 76    ; 2              ; 0            ; 2              ; 48     ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; fhp|pll_FHPCols[64].col|pn0                                                                                                   ; 46    ; 1              ; 30           ; 1              ; 6      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; fhp|pll_FHPCols[64].col|pn1                                                                                                   ; 46    ; 1              ; 30           ; 1              ; 6      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; fhp|pll_FHPCols[64].col|cn0                                                                                                   ; 7     ; 0              ; 0            ; 0              ; 6      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; fhp|pll_FHPCols[64].col|cn1                                                                                                   ; 7     ; 0              ; 0            ; 0              ; 6      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; fhp|pll_FHPCols[64].col|col                                                                                                   ; 32    ; 0              ; 0            ; 0              ; 12     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; fhp|pll_FHPCols[64].col                                                                                                       ; 76    ; 2              ; 0            ; 2              ; 48     ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; fhp|pll_FHPCols[63].col|pn0                                                                                                   ; 46    ; 1              ; 30           ; 1              ; 6      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; fhp|pll_FHPCols[63].col|pn1                                                                                                   ; 46    ; 1              ; 30           ; 1              ; 6      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; fhp|pll_FHPCols[63].col|cn0                                                                                                   ; 7     ; 0              ; 0            ; 0              ; 6      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; fhp|pll_FHPCols[63].col|cn1                                                                                                   ; 7     ; 0              ; 0            ; 0              ; 6      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; fhp|pll_FHPCols[63].col|col                                                                                                   ; 32    ; 0              ; 0            ; 0              ; 12     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; fhp|pll_FHPCols[63].col                                                                                                       ; 76    ; 2              ; 0            ; 2              ; 48     ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; fhp|pll_FHPCols[62].col|pn0                                                                                                   ; 46    ; 1              ; 30           ; 1              ; 6      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; fhp|pll_FHPCols[62].col|pn1                                                                                                   ; 46    ; 1              ; 30           ; 1              ; 6      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; fhp|pll_FHPCols[62].col|cn0                                                                                                   ; 7     ; 0              ; 0            ; 0              ; 6      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; fhp|pll_FHPCols[62].col|cn1                                                                                                   ; 7     ; 0              ; 0            ; 0              ; 6      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; fhp|pll_FHPCols[62].col|col                                                                                                   ; 32    ; 0              ; 0            ; 0              ; 12     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; fhp|pll_FHPCols[62].col                                                                                                       ; 76    ; 2              ; 0            ; 2              ; 48     ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; fhp|pll_FHPCols[61].col|pn0                                                                                                   ; 46    ; 1              ; 30           ; 1              ; 6      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; fhp|pll_FHPCols[61].col|pn1                                                                                                   ; 46    ; 1              ; 30           ; 1              ; 6      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; fhp|pll_FHPCols[61].col|cn0                                                                                                   ; 7     ; 0              ; 0            ; 0              ; 6      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; fhp|pll_FHPCols[61].col|cn1                                                                                                   ; 7     ; 0              ; 0            ; 0              ; 6      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; fhp|pll_FHPCols[61].col|col                                                                                                   ; 32    ; 0              ; 0            ; 0              ; 12     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; fhp|pll_FHPCols[61].col                                                                                                       ; 76    ; 2              ; 0            ; 2              ; 48     ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; fhp|pll_FHPCols[60].col|pn0                                                                                                   ; 46    ; 1              ; 30           ; 1              ; 6      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; fhp|pll_FHPCols[60].col|pn1                                                                                                   ; 46    ; 1              ; 30           ; 1              ; 6      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; fhp|pll_FHPCols[60].col|cn0                                                                                                   ; 7     ; 0              ; 0            ; 0              ; 6      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; fhp|pll_FHPCols[60].col|cn1                                                                                                   ; 7     ; 0              ; 0            ; 0              ; 6      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; fhp|pll_FHPCols[60].col|col                                                                                                   ; 32    ; 0              ; 0            ; 0              ; 12     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; fhp|pll_FHPCols[60].col                                                                                                       ; 76    ; 2              ; 0            ; 2              ; 48     ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
